Idade,Gênero,Renda_Mensal,Nu_de_E-mails_Enviados,Num_de_E-mails_Abertos,Tempo_no_Site_(min),Valor_Gasto
25,1,2197,10,6,44,510.14
30,0,3215,4,4,6,177.99
25,0,3251,5,0,41,442.71
40,1,4513,5,0,17,404.62
60,1,4580,7,6,5,390.06
18,0,3710,9,1,44,545.74
62,0,2954,8,3,36,511.75
68,1,4575,7,4,20,566.11
41,1,1524,1,0,25,395.67
52,1,1670,10,10,14,419.88
41,1,3566,6,6,43,545.37
34,1,1986,10,1,53,483.55
22,0,4873,9,3,29,428.73
37,0,4450,7,3,10,351.48
38,1,2793,1,1,7,247.76
57,0,3218,9,0,4,246.4
48,0,2634,3,2,7,327.43
63,1,3886,9,5,4,456.9
53,0,2913,4,1,9,281.5
28,0,2270,9,3,14,218.1
69,0,4986,8,2,37,572.03
32,1,4377,7,3,55,553.66
36,1,4603,4,2,49,623.48
24,0,3008,9,2,54,535.67
68,0,4792,4,2,2,523.95
45,0,2973,1,1,40,393.49
68,0,4086,6,0,9,430.49
60,0,3934,4,0,6,311.34
22,0,4011,10,6,50,498.13
22,1,3803,3,0,23,342.71
47,0,4087,5,2,25,450.39
49,0,3595,3,0,33,396.21
25,1,1688,9,4,57,479.06
27,0,3424,6,1,59,508.18
55,0,3490,3,2,7,302.5
64,0,1658,5,0,38,360.27
49,0,1822,8,0,59,362.64
65,1,3486,8,8,4,458.65
45,0,1484,6,5,35,392.58
34,1,2532,5,4,42,454.73
48,0,2084,5,5,25,393.22
25,0,2781,1,1,59,563.9
57,1,3935,2,2,9,426.93
42,0,2735,4,2,32,467.26
26,1,4782,6,0,35,628.01
19,1,1698,7,6,53,624.43
32,1,3320,1,1,30,380.59
67,0,4932,8,2,37,526.45
20,0,1623,1,1,49,353.93
66,0,4559,9,4,24,526.39
53,0,1812,4,0,44,495.93
21,1,2066,7,2,12,306.66
31,0,4517,6,2,0,247.69
58,0,1909,9,8,35,435.87
58,1,4307,2,2,35,574.25
42,1,4999,7,1,49,564.49
67,0,2763,5,4,23,427.83
27,1,1509,7,0,26,250.03
38,1,3825,1,1,17,329.71
53,1,1874,10,10,49,547.35
29,1,3487,9,1,46,542.9
44,1,4172,1,0,49,611.81
57,0,4869,5,3,14,462.28
19,0,1684,8,2,16,271.78
30,0,4285,1,1,28,468.53
49,0,2562,7,4,4,296.32
48,0,3661,2,0,10,332.37
33,0,4770,7,2,15,405.98
49,0,3909,7,7,51,611.07
49,1,2523,9,5,33,380.43
51,0,4801,6,3,16,508.82
28,0,1430,4,3,32,337.38
27,0,3028,7,0,49,389.58
32,1,4590,7,3,48,684.89
34,0,2893,4,0,56,463.15
57,0,3770,2,0,30,447.11
35,1,1823,9,0,17,347.33
26,0,2153,8,7,50,490.66
42,0,4083,5,1,24,484.92
57,1,4191,5,3,4,405.94
31,0,4094,1,1,29,506.26
42,1,3957,9,7,44,582.96
67,0,3703,10,10,55,760.03
39,0,4149,8,1,22,292.19
69,0,4036,5,2,37,489.79
47,1,2815,10,8,44,599.65
37,1,1926,6,4,17,325.28
38,1,1618,10,7,31,428.16
61,0,2359,10,4,29,427.03
49,0,3853,8,0,28,371.1
68,1,4504,6,0,35,530.4
63,1,3240,10,9,8,479.61
66,0,4826,4,2,22,469.98
38,0,4177,3,3,2,391.9
52,0,3410,7,6,21,429.9
49,0,3661,2,2,55,611.99
47,1,3579,7,4,55,660.09
56,0,3084,1,1,39,441.14
66,0,3242,10,8,44,495.08
29,0,3848,5,1,55,594.65
58,0,2972,9,3,57,530.65
64,0,3259,1,1,30,430.76
35,0,3693,8,4,21,392.11
38,0,3068,9,0,10,276.85
30,1,2013,9,8,41,543.75
38,1,2755,8,8,42,554.04
25,1,2123,4,2,2,229.78
63,0,2393,7,7,56,646.57
57,1,2615,1,1,13,399.78
63,0,4316,7,3,45,560.02
24,0,2803,6,1,18,230.79
40,0,3535,5,5,59,560.57
61,0,4108,1,0,59,619.94
49,1,4109,8,1,30,451.15
28,0,3955,10,3,35,463.29
39,0,4684,1,0,31,460.74
39,1,2241,1,0,25,237.92
60,1,4829,3,3,0,371.14
42,1,3942,8,7,1,261.81
39,0,4702,8,2,5,340.9
45,1,4543,7,4,44,680.85
46,0,4450,5,0,13,284.97
30,0,4078,8,3,27,362.79
35,1,1961,2,1,32,379.86
19,1,2057,8,3,59,462.66
46,1,2656,2,0,24,341.37
38,0,3961,10,2,39,516.13
32,0,4616,5,5,17,405.06
69,0,2257,4,3,45,431.51
44,0,3512,1,0,33,324.21
67,0,1861,5,1,55,622.47
48,0,3521,7,4,11,423.47
32,1,4506,1,1,26,456.72
68,0,1455,2,0,23,328.14
40,1,4279,9,8,32,559.52
41,1,2993,5,5,52,617.17
61,1,2070,7,6,14,362.79
30,1,2139,2,1,42,409.79
39,1,4311,7,2,31,541.32
60,0,3506,7,7,49,682.99
54,0,4279,7,6,16,499.02
50,0,2459,5,0,34,454.65
20,0,3092,9,4,46,448.98
36,1,3548,2,1,44,498.25
40,1,2609,4,1,34,343.53
46,1,2554,2,0,12,333.31
47,0,4194,8,1,57,617.65
56,0,3103,1,0,8,292.15
61,0,3637,9,4,9,350.01
64,0,4478,5,5,0,464.07
42,1,3267,3,3,58,648.94
54,1,3359,4,3,33,586.59
64,0,2777,1,1,56,509.17
25,0,4542,3,1,45,476.69
59,1,4360,8,2,36,646.16
33,1,1849,2,2,24,346.08
25,1,2863,2,0,21,319.69
18,1,1837,9,4,9,237.87
61,0,2379,5,1,25,375.4
22,1,2816,5,2,18,394.95
20,1,1897,1,1,39,381.82
18,1,3167,6,2,44,523.88
21,1,4668,8,4,40,588.77
57,0,3919,6,5,49,561.03
52,0,4380,7,2,56,579.04
49,0,4585,4,4,3,359.74
59,0,2991,2,0,39,395.71
51,0,4498,1,1,4,331.19
60,0,4207,6,2,28,566.02
42,1,3308,9,9,37,572.83
27,1,1462,10,6,51,453.78
38,1,3768,5,4,4,470.19
63,1,2469,2,2,59,567.92
56,0,3071,1,0,0,217.46
44,1,4464,3,1,27,567.67
44,0,3024,4,4,18,402.27
19,1,3339,7,3,35,453.45
58,1,4094,9,2,0,432.3
65,1,1616,8,8,28,495.83
30,0,4199,9,1,50,470.64
26,1,2505,7,4,35,322.37
69,0,4713,10,2,31,520.28
53,0,4963,8,6,13,533.4
39,1,1944,8,7,31,428.78
59,0,3567,1,0,45,544.35
43,0,4335,9,4,8,391.97
29,1,2676,2,0,18,247.12
34,1,1662,7,3,10,260.78
31,1,1546,10,8,47,522.24
31,1,4573,10,5,50,601.29
51,1,3026,5,4,3,340.17
37,1,4923,4,3,40,619.74
28,0,4148,1,1,24,397.03
33,1,4781,1,0,16,487.4
68,1,1818,3,3,46,556.08
48,0,4791,1,1,7,332.76
23,1,1513,8,4,57,472.77
36,0,2796,3,3,44,462.81
54,1,4152,10,8,0,512.52
21,1,2963,2,1,1,231.47
64,0,3043,6,5,9,288.52
21,1,2728,4,2,26,400.43
37,0,4629,4,4,52,567.67
27,1,1815,2,0,26,260.48
41,1,2225,2,1,12,314.19
52,0,4485,6,2,10,446.89
43,1,4602,5,4,13,442.41
54,1,4314,9,7,31,623.53
55,0,3041,4,3,15,401.15
38,1,4674,5,5,59,744.29
57,0,2438,1,0,28,339.29
56,1,4401,2,0,37,511.0
38,0,2432,3,1,33,323.36
27,1,4970,5,1,25,527.05
55,0,3636,5,1,4,355.17
63,0,2692,4,2,18,322.74
21,1,4332,10,3,38,635.23
62,1,3936,3,2,27,471.98
37,0,3857,9,8,27,531.82
34,1,2931,1,0,16,420.53
24,0,1631,6,2,36,335.04
21,1,3416,7,7,43,509.31
46,1,1584,10,6,18,333.81
31,0,4195,4,0,26,388.65
20,0,2825,10,7,49,550.29
41,1,1913,3,0,59,462.66
54,1,3224,8,7,11,352.26
33,1,4220,9,9,2,445.1
69,1,4743,1,1,57,749.23
21,1,3590,10,0,3,384.9
41,0,4596,9,6,46,532.68
51,1,2209,7,4,46,525.71
47,1,4258,1,0,10,464.99
35,0,2341,7,5,33,408.09
36,0,2134,5,4,17,293.93
48,0,4503,10,1,34,540.65
36,1,3674,7,5,17,410.73
66,0,2745,9,7,45,606.82
63,0,2686,8,8,5,302.62
36,0,1899,6,6,33,315.98
39,0,4865,2,0,32,467.57
41,1,4892,8,4,7,323.44
62,1,4754,4,3,41,650.93
29,1,3369,8,3,19,314.82
47,0,4890,7,0,49,597.62
55,0,2629,4,2,19,365.72
48,0,2876,8,6,42,506.4
53,0,1724,2,0,17,299.02
36,0,1490,9,6,26,346.71
65,0,3639,6,0,47,532.3
62,1,4463,7,0,4,508.7
53,1,2086,10,4,6,349.97
47,0,3149,1,1,21,405.05
66,1,1425,3,0,33,471.9
50,0,4318,10,2,42,579.31
35,0,3705,5,4,12,458.39
69,1,3457,7,7,51,694.15
66,0,2449,1,1,31,419.1
45,1,3558,9,0,23,400.42
64,0,1444,5,0,59,482.39
28,0,2871,3,3,15,267.99
62,1,1668,7,4,13,396.26
50,0,1445,10,2,38,336.63
34,0,3478,8,1,6,285.59
23,0,2695,10,6,43,483.73
21,1,4048,10,10,11,456.92
37,0,3261,3,0,19,287.25
65,0,4899,7,2,32,589.9
64,0,3596,7,1,54,583.53
44,1,1770,4,2,5,127.86
32,1,2165,10,1,39,378.08
23,1,3014,9,9,26,536.76
64,1,4599,1,1,12,552.17
31,1,1815,1,1,4,259.06
28,0,2637,5,5,23,392.05
56,1,2811,3,2,9,328.64
26,1,3709,10,8,58,644.44
43,0,3905,9,0,45,568.02
33,1,4413,5,2,55,652.95
22,0,1689,7,4,31,326.7
69,1,1523,1,0,8,294.81
27,0,3398,2,2,48,542.62
67,0,4956,4,1,34,617.9
20,1,4205,9,3,43,577.73
30,1,4147,5,3,11,405.66
60,0,1803,5,5,10,292.31
66,0,2380,9,7,53,620.65
47,0,3602,8,3,35,424.0
62,0,2467,2,2,7,257.62
23,0,3640,7,1,9,210.45
34,0,4038,1,1,13,406.66
62,0,4999,10,2,29,502.92
68,1,4257,9,4,0,459.05
36,0,1680,3,1,11,214.72
59,1,4719,2,2,4,588.83
52,1,4760,4,4,13,519.1
63,0,4012,4,4,35,448.49
43,0,4092,3,2,59,664.37
68,1,3441,2,0,16,418.69
22,0,1686,5,5,57,453.25
46,0,2154,4,0,21,271.07
54,1,1497,5,5,30,442.63
37,1,4546,8,0,25,485.43
66,1,1815,2,2,12,320.48
38,0,3651,9,6,2,303.14
27,0,4776,10,10,42,607.86
22,1,3457,1,0,10,199.71
53,0,2466,8,2,4,197.23
23,1,4813,5,5,37,655.15
43,0,3566,2,1,3,305.69
21,1,3306,8,6,31,446.05
56,0,4081,5,0,9,276.25
56,1,1687,10,1,9,298.53
67,0,2062,10,8,43,581.36
52,0,3033,3,0,53,652.61
18,1,4015,7,6,54,711.35
41,0,2517,4,1,17,258.5
53,0,4547,10,4,46,578.56
23,1,3325,6,3,54,488.68
58,0,4026,10,1,22,395.22
63,0,1997,8,1,17,310.21
61,0,4344,1,1,34,500.84
48,1,1540,2,0,2,335.73
37,1,1667,8,7,0,211.58
41,1,4393,7,1,16,439.4
42,1,1642,10,1,41,327.93
53,1,4980,9,2,58,731.54
38,0,2572,2,2,5,182.51
47,0,4322,8,7,56,715.23
41,1,4938,6,6,56,704.35
61,0,3814,1,1,10,302.6
59,0,3059,4,2,13,250.81
47,0,4968,2,0,48,533.47
39,0,3605,7,6,27,465.22
45,1,3459,9,3,38,554.03
24,1,4516,6,2,53,583.88
52,0,1671,4,4,35,448.84
45,0,3546,5,3,10,290.51
31,1,2254,1,1,50,338.35
27,0,3383,4,0,40,437.28
33,0,1676,10,8,57,579.3
33,0,1803,3,1,52,491.12
48,1,3691,9,2,39,480.56
59,1,2312,6,0,51,511.37
42,0,1999,4,4,3,275.14
30,0,3906,3,0,47,458.94
23,0,2564,4,1,5,214.47
61,0,2706,8,5,37,456.48
26,0,4572,5,5,18,366.13
62,0,1877,1,1,30,333.03
53,1,4393,5,2,1,448.44
60,1,2605,8,5,42,560.94
37,0,3587,4,1,24,446.94
35,1,4657,2,0,49,623.87
60,0,3384,3,0,40,569.52
38,0,2461,9,5,59,584.95
21,1,4032,7,7,47,636.57
67,1,3970,3,1,10,436.48
50,0,1899,5,0,45,570.41
44,0,4350,3,0,39,506.13
24,1,4038,10,8,58,571.23
23,1,2361,4,0,44,447.45
32,0,1817,8,4,41,350.74
35,0,2461,3,0,54,513.9
49,0,2518,3,0,43,475.19
28,1,1775,8,3,20,315.17
37,0,2802,10,1,2,189.71
41,1,2495,10,1,1,279.07
32,0,1962,7,6,10,240.04
65,1,3070,7,4,23,527.89
24,1,1703,10,0,49,455.95
38,1,4248,2,1,23,610.2
59,1,3372,7,5,20,464.34
43,0,4275,10,2,24,424.58
61,1,3229,10,0,3,340.71
31,1,1602,3,0,39,381.55
54,1,1872,7,5,42,562.95
38,0,4123,4,2,46,518.33
35,0,3331,8,6,22,505.17
22,0,3692,8,8,59,632.71
20,0,3933,6,5,23,377.36
40,0,4888,3,2,20,407.34
43,0,4117,6,3,1,378.89
54,1,1682,6,5,22,403.53
41,1,2569,3,3,50,540.9
66,1,1582,4,3,14,331.18
36,0,2850,2,0,57,496.43
68,1,1439,1,1,25,361.0
42,1,1547,2,0,25,404.44
38,0,4384,7,2,27,486.05
29,1,3864,10,0,58,582.46
58,0,4436,5,0,25,453.33
50,1,2299,9,9,44,579.56
67,0,2940,3,1,1,295.72
21,0,2676,2,1,34,307.95
59,0,2267,4,4,31,331.31
24,1,3903,2,2,29,418.26
39,1,3893,7,5,45,591.22
50,0,2663,10,8,19,371.26
34,0,1920,6,2,57,509.97
41,1,2738,8,5,12,367.44
51,1,3493,5,2,26,570.33
45,0,2437,2,2,22,313.78
60,1,1773,4,3,57,580.69
58,1,2630,1,0,15,358.06
56,1,2017,2,0,30,434.84
39,0,3275,4,3,11,380.04
66,0,2743,6,1,32,469.56
34,1,3082,4,3,37,385.56
51,0,2127,4,4,44,493.34
23,1,3709,10,6,31,445.91
63,1,3606,10,7,53,675.81
23,0,4829,2,0,55,596.92
51,0,1759,9,1,1,148.96
18,0,2689,10,6,49,533.25
27,1,1810,8,8,48,496.83
38,1,2769,8,0,50,623.0
22,0,2611,5,4,22,327.98
19,0,3584,3,3,31,487.47
39,0,4222,6,6,14,478.98
65,1,3857,9,0,39,537.29
19,1,3590,8,6,54,532.42
27,1,2997,7,4,40,499.53
51,0,4064,8,4,39,511.07
33,0,4351,4,0,7,397.54
65,1,2233,6,5,42,539.31
68,0,2313,5,4,49,521.63
56,0,2356,2,0,48,400.01
39,0,4890,8,1,21,458.46
29,0,4191,3,2,54,498.84
41,1,3281,5,1,37,513.17
64,0,1745,8,8,54,594.25
57,1,2455,9,2,55,544.27
55,1,3664,9,8,33,636.03
27,0,4415,5,5,0,311.01
52,1,1766,2,0,9,213.74
68,1,2608,7,1,39,598.66
66,0,2624,7,5,15,342.03
49,1,2235,8,6,23,460.1
24,1,2437,8,7,45,536.14
38,1,3308,5,2,23,445.86
37,1,4400,1,0,47,597.59
43,1,1579,4,2,13,251.44
21,1,3827,4,2,25,512.92
63,1,1947,3,1,38,521.16
69,1,3360,8,2,17,484.75
39,0,4422,3,3,19,357.45
32,0,4039,5,5,40,467.03
57,0,4853,2,2,55,684.52
38,1,3031,6,4,35,392.37
32,1,2361,6,4,23,403.99
39,1,4920,8,6,25,492.44
69,0,1618,8,6,28,375.5
45,0,4532,1,0,47,481.05
31,0,1955,5,1,21,287.06
44,1,1540,2,1,10,330.82
58,0,2882,10,2,40,497.5
57,0,4073,5,4,48,620.54
45,1,3494,10,4,53,628.1
43,0,4278,9,8,10,464.03
66,1,3658,4,4,51,683.25
19,0,3248,8,8,2,154.65
42,1,1488,1,1,20,363.72
20,1,1780,8,4,57,544.06
25,1,4292,6,3,10,376.48
61,1,1937,8,4,7,245.14
50,1,1760,6,5,30,450.12
59,0,1917,3,0,58,520.18
69,1,2054,8,7,9,383.68
52,1,1649,5,5,5,320.78
23,1,2715,10,10,16,465.34
56,1,3012,5,4,37,657.48
69,0,2867,7,4,6,358.7
40,1,3597,6,3,31,511.55
42,0,4752,9,5,12,390.41
67,1,4684,7,0,5,418.13
60,1,4625,3,0,2,404.45
36,0,4071,5,5,26,514.44
22,0,3085,9,3,56,549.2
68,0,4139,10,9,44,749.42
28,1,3258,2,0,41,399.39
29,0,3266,1,1,25,290.11
27,1,4298,8,1,3,399.0
25,0,4397,8,8,36,602.29
41,0,1766,2,2,20,291.96
45,1,4037,8,1,50,378.57
58,0,4306,5,3,27,459.12
53,0,4812,2,2,17,468.37
54,1,1970,7,1,55,496.53
38,1,4308,7,3,31,535.66
25,1,3329,3,2,38,571.38
26,0,2666,1,0,52,516.61
64,0,4791,4,0,32,567.99
32,0,3093,2,0,25,340.43
65,0,2581,4,3,16,344.32
63,0,2587,8,0,55,568.24
57,1,3226,2,2,51,601.57
35,0,3599,1,1,28,402.94
59,1,2074,3,2,19,309.14
37,0,1432,10,3,29,284.87
23,1,4737,7,5,56,700.44
29,0,3523,6,6,49,484.1
19,0,2653,6,1,4,213.94
24,1,4555,7,6,53,671.38
33,0,4449,8,4,5,376.99
20,1,1573,3,2,41,421.66
62,0,1541,3,3,59,557.44
20,0,4040,10,7,50,530.81
44,1,3362,8,7,9,347.72
67,0,1636,7,4,5,237.12
60,1,3193,10,9,9,501.15
57,0,1991,5,3,41,388.51
55,0,2889,4,0,20,302.42
50,0,4442,6,6,43,544.79
45,0,4464,9,5,55,545.9
18,0,4867,6,6,3,297.0
25,0,1518,8,6,12,295.92
54,0,4080,1,0,57,561.16
49,1,2251,6,5,9,268.1
65,0,4586,2,1,15,418.72
60,0,2576,3,2,18,384.33
54,0,4036,6,0,5,243.26
21,1,2569,2,0,25,393.12
47,1,3658,4,4,8,334.85
23,0,3969,6,6,45,509.68
63,0,2078,5,0,55,484.49
36,0,3538,6,1,9,275.83
49,1,3383,6,4,39,548.91
26,0,4353,8,3,2,348.58
29,1,4965,9,6,48,654.21
28,0,1923,5,5,18,261.87
63,1,1661,6,5,34,501.92
33,1,2300,6,4,45,506.36
18,0,2435,6,2,59,439.27
62,0,2010,2,2,5,271.62
38,0,2164,4,0,28,286.58
47,0,2011,1,1,18,251.26
30,0,4434,1,1,49,576.99
51,0,3942,1,1,43,546.45
21,0,4295,7,6,14,425.27
45,1,3631,1,0,56,633.31
55,0,4328,6,6,37,527.04
48,0,3476,2,1,20,429.86
44,1,3170,6,2,43,516.62
22,0,2729,6,5,50,526.91
42,0,3853,3,0,38,460.39
20,0,3257,8,8,22,408.51
50,0,4981,4,2,19,481.21
21,1,2654,7,1,41,480.36
42,1,1645,4,0,49,379.52
37,0,2825,1,0,1,141.43
51,0,3707,6,2,44,560.94
43,1,3337,5,4,31,515.67
22,0,3511,9,6,46,470.77
52,1,3474,9,1,27,490.92
45,1,4807,8,6,55,644.95
46,1,1852,7,6,3,472.81
26,0,2547,2,0,6,274.93
69,0,4155,8,1,2,396.87
55,0,1418,3,0,24,304.68
67,1,2998,6,5,47,587.96
23,0,2237,10,3,57,407.34
36,0,2680,7,5,8,290.31
61,1,4931,6,2,22,505.56
28,0,4848,5,1,22,378.33
19,0,4850,4,2,48,469.66
64,0,2722,2,2,25,421.58
61,1,3039,9,8,39,580.1
61,0,4589,7,7,17,533.2
26,1,2448,7,7,23,432.25
38,1,2581,4,2,26,416.52
41,1,1889,5,1,44,589.42
51,0,4090,6,0,1,352.69
39,0,2126,2,0,0,121.27
20,0,3088,4,0,47,452.34
29,1,3574,4,3,15,389.0
45,1,1920,4,3,42,408.92
47,0,4635,7,0,23,369.67
43,1,3516,7,7,35,579.46
65,0,1793,7,5,10,354.53
38,0,2592,7,7,25,348.29
45,0,4411,2,1,5,394.06
43,0,3257,5,5,25,438.1
50,0,4616,10,9,28,620.59
38,0,2598,2,0,42,470.38
52,0,1686,5,5,57,515.38
69,1,3130,6,0,0,426.28
51,0,2512,3,2,8,231.39
58,1,3272,6,5,26,629.11
68,1,3503,5,2,6,367.21
64,0,2129,4,2,52,512.05
35,1,1729,10,4,53,483.09
28,1,1945,9,6,2,254.41
40,1,3020,8,3,8,497.18
65,0,3188,7,3,1,301.26
39,0,4637,1,0,59,647.41
34,0,3696,9,4,9,326.03
22,0,4352,9,0,16,388.43
61,0,3976,6,2,30,463.59
28,1,2656,7,6,0,311.61
47,1,2745,3,1,57,607.68
32,0,2612,5,4,17,283.51
44,1,3206,7,6,5,521.19
52,1,4703,1,1,37,618.2
50,1,3497,1,0,40,513.55
37,1,4113,5,1,41,509.79
33,0,2866,9,5,46,493.89
51,0,3345,7,4,3,263.45
19,0,2158,1,1,39,440.01
52,1,4686,5,0,3,424.86
57,1,2252,8,6,34,502.2
45,0,3907,8,3,3,382.65
64,0,2930,2,2,0,258.42
56,1,4143,7,3,40,541.35
23,0,3584,10,1,42,438.69
26,0,2500,5,3,30,363.38
37,1,2204,9,4,52,560.73
18,1,4243,3,1,54,504.34
25,0,2679,1,0,18,251.13
40,1,2962,4,3,20,253.93
20,0,3685,7,2,57,470.13
21,1,3924,1,0,29,468.96
42,1,4102,2,1,51,652.15
64,0,1704,5,0,6,186.1
55,1,4180,9,0,4,372.77
32,0,2816,1,0,1,211.08
38,1,3060,4,4,50,622.91
52,0,4215,3,1,55,676.2
63,1,3625,5,2,2,394.9
69,1,4228,5,5,14,506.37
31,0,2653,10,1,38,322.47
53,1,4466,2,2,36,584.7
29,0,4330,5,1,54,658.25
34,1,4758,9,3,9,495.41
56,1,2487,5,2,8,355.09
26,0,2809,10,5,22,367.62
52,1,3105,2,2,13,359.82
30,1,4846,7,5,53,649.44
32,0,4026,6,3,59,597.68
35,1,2449,7,1,44,479.98
68,0,2775,8,2,32,505.29
50,0,4061,10,3,15,456.15
23,0,2974,5,3,19,345.73
44,1,2524,2,0,7,249.24
40,1,4364,7,3,48,570.13
44,0,3500,7,2,37,423.61
51,1,4787,8,0,33,568.13
63,0,2703,7,2,30,329.83
55,1,2573,10,10,44,608.34
31,0,2441,7,4,56,574.48
53,0,1653,9,5,7,306.99
25,1,1573,8,3,24,311.11
52,0,4478,2,0,40,492.99
36,0,4151,2,1,12,389.84
47,1,4268,7,4,17,497.7
31,0,2390,10,6,49,474.18
37,0,1929,10,8,40,421.0
66,1,2309,3,2,33,486.27
42,0,2194,1,0,35,353.55
57,0,4884,9,5,49,692.42
41,0,4243,3,1,16,446.21
31,0,2591,1,1,11,188.19
43,0,1496,6,0,15,174.51
55,0,3147,4,3,12,424.75
40,0,2445,1,1,10,270.54
39,0,1549,4,4,13,203.87
65,1,2165,8,4,41,582.41
36,0,4365,7,5,54,627.33
63,0,2124,1,1,27,487.36
68,1,3615,10,4,58,684.98
20,0,3867,9,7,52,618.79
59,0,4246,6,2,50,527.86
36,0,4708,2,0,23,492.2
26,0,1991,3,1,52,468.76
45,0,4667,7,2,16,503.57
37,0,4678,3,2,8,423.43
62,1,1965,3,1,45,502.3
24,1,1807,5,2,29,294.79
31,1,3349,3,2,36,449.35
26,1,3098,3,2,2,198.84
36,1,3031,5,2,53,512.51
64,0,2569,5,0,7,312.74
69,0,2744,9,1,17,367.81
31,0,3301,1,1,58,515.87
55,0,2221,1,1,29,336.39
53,0,4421,9,7,2,318.43
57,1,4001,5,4,54,683.15
34,1,4492,4,0,33,526.56
47,0,4446,2,1,58,566.72
26,0,1581,9,8,42,394.38
50,0,3749,6,0,27,499.56
69,1,4651,9,0,36,658.52
42,1,4827,5,3,24,451.13
31,0,4980,4,0,29,451.77
28,1,4628,7,6,6,500.15
52,0,4896,5,2,45,582.98
58,1,2151,8,1,28,410.1
31,1,3253,8,7,50,649.29
47,0,4047,2,0,1,350.7
58,1,4194,5,5,25,597.47
21,1,1868,10,9,40,462.3
21,0,4160,8,5,56,613.14
45,1,4438,3,0,56,716.64
25,0,2737,7,4,41,429.36
19,1,3505,3,0,50,493.08
58,0,4500,6,1,48,652.5
63,0,3013,2,1,56,668.92
39,1,2795,6,5,6,453.5
58,1,2696,6,3,17,397.07
33,0,2558,8,5,5,255.2
46,1,1642,5,5,58,512.64
66,1,4409,1,1,40,618.35
65,1,4096,8,6,39,586.09
47,0,1523,9,8,26,353.82
29,0,2004,1,0,59,488.26
52,0,4729,5,2,53,644.95
28,1,4318,6,1,53,506.36
63,1,3850,4,0,55,722.01
67,0,3851,2,1,40,482.2
38,0,3787,5,4,23,372.3
38,1,2650,4,0,32,356.55
22,1,3299,7,7,30,445.89
65,1,4206,6,2,33,530.46
37,1,3826,3,1,21,386.68
54,0,3541,9,0,23,276.84
20,1,4265,4,2,35,504.75
61,1,4281,5,4,27,572.65
50,0,2511,3,3,19,462.77
26,0,2938,8,4,17,348.22
26,1,3381,7,6,41,511.22
21,0,2363,7,1,31,265.11
52,1,2914,8,0,32,454.89
34,1,1783,7,7,9,344.59
51,0,4748,3,3,8,384.23
41,0,3723,3,2,54,561.2
49,1,1521,2,0,24,438.92
18,0,3766,1,1,12,275.09
25,1,2635,5,0,46,367.41
62,1,1637,4,2,49,564.52
40,1,3644,2,0,57,612.92
64,0,4423,1,0,44,483.7
57,1,1442,3,3,4,307.48
29,1,2025,6,5,30,359.36
29,1,3206,2,1,30,450.37
63,0,1510,10,9,33,551.86
64,1,2774,7,3,25,462.85
32,1,2222,7,4,6,349.26
58,1,3232,3,2,40,486.18
36,0,4749,1,0,50,483.48
43,1,4111,9,7,45,737.42
69,1,2225,5,3,48,584.64
46,0,3233,2,0,51,540.48
39,0,4833,8,3,19,502.25
57,1,2431,10,4,42,509.16
38,1,4437,10,8,21,574.11
68,1,4940,4,1,4,496.68
55,0,3547,10,1,11,287.61
37,0,2498,7,5,20,424.55
46,1,2333,5,5,8,413.99
68,0,2822,3,2,28,372.91
21,1,2894,10,8,26,456.71
24,1,4045,8,0,16,368.7
45,0,4277,2,2,39,589.77
45,1,4391,1,1,23,414.02
21,0,3071,5,3,26,535.67
39,0,4752,4,2,7,361.88
29,1,3329,10,9,43,616.37
62,0,2208,7,4,28,483.77
20,1,3369,9,7,18,408.65
39,0,4478,6,0,9,341.15
61,1,2424,1,0,23,383.06
19,1,4432,8,0,33,430.33
41,1,4092,2,2,55,645.19
51,0,1757,4,1,59,488.09
44,1,2135,3,3,39,444.28
58,0,4360,6,2,30,481.45
18,0,2513,2,0,45,415.46
25,0,2800,5,2,50,420.12
40,0,2449,9,5,3,255.1
55,0,1547,3,3,40,462.28
23,1,2739,2,0,44,465.31
39,0,3856,2,0,30,368.32
42,1,2203,9,9,8,372.96
35,1,1490,6,6,25,401.35
34,0,3190,2,2,12,356.96
29,1,2116,3,0,56,456.03
23,1,2393,1,1,47,432.72
43,0,2853,2,2,25,338.89
44,1,2677,2,1,53,514.57
25,0,2486,2,0,0,194.55
36,0,2155,7,6,39,464.47
59,0,3843,3,3,8,432.7
18,1,1786,4,1,30,330.74
46,1,3165,2,1,23,354.98
62,1,3665,5,4,44,650.72
66,1,3948,9,3,48,657.36
52,0,4864,9,2,59,665.2
57,0,3403,7,2,21,344.98
31,1,4340,8,1,56,609.21
52,0,2746,5,1,8,231.62
65,1,4858,5,2,38,657.0
62,0,4091,3,3,22,447.06
37,0,2003,6,0,19,243.17
66,0,2477,1,1,54,458.99
30,0,1944,3,1,41,423.55
55,0,3981,2,2,20,416.12
66,1,4284,7,4,26,570.55
63,1,2588,9,9,57,643.63
66,0,2747,4,0,4,206.82
25,1,2729,7,1,16,299.87
60,0,2009,8,8,33,446.87
37,0,1524,10,8,8,284.84
50,0,2547,2,1,33,384.6
43,0,2610,7,0,9,225.58
56,1,3257,3,3,58,569.68
38,0,2737,8,3,43,460.27
66,1,3399,6,4,1,357.12
59,0,2951,3,3,46,591.59
60,0,2145,8,7,24,424.76
